id,case_number,allegation,ia_finding,crb_decision,unanimous_vote,date_assigned,date_presented,pd_division,complainant_race,complainant_gender,changes,crb_viewed_bwc
21-20,2020-0069,OF2 CONDUCT,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-20,2020-0069,OF7 PROCEDURE,S,A,YES,2020-07-02,2020-09-15,CENTRAL,W,M,NO,YES
21-21,2020-0080,FORCE,E,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,FORCE,U,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,PROCEDURE,U,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,FORCE,U,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,OF1 COURTESY,S,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,COURTESY,S,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,FORCE,E,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,OF2 PROCEDURE,S,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,FORCE,E,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,FORCE,U,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-21,2020-0080,PROCEDURE,U,A,YES,2020-05-08,2020-09-15,CENTRAL,H,M,YES,YES
21-22,2020-0070,DETENTION,E,AC,YES,2020-04-30,2020-09-15,NORTHERN,W,M,YES,YES
21-22,2020-0070,PROCEDURE,E,A,YES,2020-04-30,2020-09-15,NORTHERN,W,M,YES,YES
21-22,2020-0070,PROCEDURE,E,A,YES,2020-04-30,2020-09-15,NORTHERN,W,M,YES,YES
21-22,2020-0070,OF1 PROCEDURE,S,AC,YES,2020-04-30,2020-09-15,NORTHERN,W,M,YES,YES
21-23,2019-0445,FORCE,E,A,YES,2020-02-05,2020-09-22,CENTRAL,,M,NO,
21-23,2019-0445,FORCE,E,A,YES,2020-02-05,2020-09-22,CENTRAL,,M,NO,
21-23,2019-0445,ARREST,E,A,YES,2020-02-05,2020-09-22,CENTRAL,,M,NO,
21-23,2019-0445,ARREST,E,A,YES,2020-02-05,2020-09-22,CENTRAL,,M,NO,
21-24,2019-0608,DISCRIMINATION,U,A,YES,2020-01-22,2020-09-22,SOUTHERN,H,F,NO,YES
21-25,2018-0712,CRIMINAL CONDUCT,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,PROCEDURE,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,FORCE,E,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,CRIMINAL CONDUCT,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,PROCEDURE,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,CRIMINAL CONDUCT,S,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,FORCE,E,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,CRIMINAL CONDUCT,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,PROCEDURE,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,FORCE,E,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,CRIMINAL CONDUCT,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-25,2018-0712,PROCEDURE,U,A,NO,2020-04-04,2020-09-29,WESTERN,B,F,NO,NO (OTHER VIDEO)
21-26,2019-0286,PROCEDURE,E,A,YES,2019-11-26,2020-09-29,CENTRAL,B,F,YES,YES
21-26,2019-0286,FORCE,S,A,YES,2019-11-26,2020-09-29,CENTRAL,B,F,YES,YES
21-26,2019-0286,COURTESY,S,A,YES,2019-11-26,2020-09-29,CENTRAL,B,F,YES,YES
21-26,2019-0286,OF1 COURTESY,S,A,YES,2019-11-26,2020-09-29,CENTRAL,B,F,YES,YES
21-26,2019-0286,OF2 PROCEDURE,S,A,YES,2019-11-26,2020-09-29,CENTRAL,B,F,YES,YES
21-27,2020-0302,FORCE,E,A/C,YES,2020-07-22,2020-10-06,MID-CITY,B,M,NO,YES
21-28,2019-0647,DETENTION,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,PROCEDURE,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,PROCEDURE,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,ARREST,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,DETENTION,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,PROCEDURE,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,PROCEDURE,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-28,2019-0647,ARREST,E,A,YES,2020-06-05,2020-10-06,CENTRAL,B,M,NO,YES
21-29,2019-0315,COURTESY,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,COURTESY,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,PROCEDURE,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,PROCEDURE,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,FORCE,E,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,POLICY,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-29,2019-0315,POLICY,U,A,YES,2020-05-04,2020-10-06,SOU & SIU CHULA VISTA,B,F,NO,YES
21-30,2019-0170,PROCEDURE,E,A/C,YES,2020-01-29,2020-10-06,SOUTHEASTERN,B,M,NO,YES
21-30,2019-0170,PROCEDURE,E,A/C,YES,2020-01-29,2020-10-06,SOUTHEASTERN,B,M,NO,YES
21-30,2019-0170,PROCEDURE,E,A/C,YES,2020-01-29,2020-10-06,SOUTHEASTERN,B,M,NO,YES
21-30,2019-0170,PROCEDURE,U,A,YES,2020-01-29,2020-10-06,SOUTHEASTERN,B,M,NO,YES
21-31,2019-0854,FORCE,NS,A,YES,2020-07-09,2020-10-13,MID-CITY,W,F,NO,YES
21-31,2019-0854,OF 1 PROCEDURE,S,A,YES,2020-07-09,2020-10-13,MID-CITY,W,F,NO,YES
21-31,2019-0854,ARREST,E,A,YES,2020-07-09,2020-10-13,MID-CITY,W,F,NO,YES
21-31,2019-0854,FORCE,E,A,YES,2020-07-09,2020-10-13,MID-CITY,W,F,NO,YES
21-31,2019-0854,OF 2 PROCEDURE,S,A,YES,2020-07-09,2020-10-13,MID-CITY,W,F,NO,YES
21-32,2019-0702,FORCE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,ARREST,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,FORCE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,FORCE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,FORCE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,E,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-32,2019-0702,PROCEDURE,U,A,NO,2020-04-19,2020-10-13,NORTHERN,B,M,NO,YES
21-33,2019-0896,DISCRIMINATION,U,A,YES,2020-04-21,2020-10-13,NORTHERN,O,F,NO,YES
21-33,2019-0896,COURTESY,U,A,YES,2020-04-21,2020-10-13,NORTHERN,O,F,NO,YES
21-33,2019-0896,DISCRIMINATION,U,A,YES,2020-04-21,2020-10-13,NORTHERN,O,F,NO,YES
21-33,2019-0896,COURTESY,U,A,YES,2020-04-21,2020-10-13,NORTHERN,O,F,NO,YES
21-34,2020-0366,CONDUCT,NS,A,YES,2020-07-16,2020-10-13,NORTHERN,W,M,NO,NO
21-34,2020-0366,COURTESY,NS,A,YES,2020-07-16,2020-10-13,NORTHERN,W,M,NO,NO
21-34,2020-0366,PROCEDURE,U,A,YES,2020-07-16,2020-10-13,NORTHERN,W,M,NO,NO
21-35,2019-0698,PROCEDURE,U,A,YES,2020-07-30,2020-10-13,MID-CITY,B,M,NO,NO
21-35,2019-0698,CRIMINAL CONDUCT,U,A,YES,2020-07-30,2020-10-13,MID-CITY,B,M,NO,NO
21-36,2020-0087,PROCEDURE,E,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,PROCEDURE,U,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,FORCE,E,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,FORCE,E,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,PROCEDURE,E,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,PROCEDURE,U,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,DISCRIMINATION,U,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-36,2020-0087,OF1 PROCEDURE,S,A,YES,2020-05-08,2020-10-13,MID-CITY,B,M,NO,YES
21-37,2020-0365,CONDUCT,S,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,CONDUCT,S,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,PROCEDURE,S,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,PROCEDURE,S,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,DISCRIMINATION,NS,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,DISCRIMINATION,NS,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-37,2020-0365,OF 1 PROCEDURE,S,A,YES,2020-09-03,2020-10-13,WESTERN,,,NO,NO (OTHER VIDEO)
21-38,2019-0493,FORCE,NS,A/C,YES,2020-02-13,2020-10-20,MID-CITY,W,M,YES,YES
21-38,2019-0493,ARREST,E,A/C,YES,2020-02-13,2020-10-20,MID-CITY,W,M,YES,YES
21-38,2019-0493,FORCE,NS,A/C,YES,2020-02-13,2020-10-20,MID-CITY,W,M,YES,YES
21-38,2019-0493,ARREST,E,A/C,YES,2020-02-13,2020-10-20,MID-CITY,W,M,YES,YES
21-39,2019-0745,FORCE,E,A,YES,2020-08-20,2020-10-20,MID-CITY,B,F,YES,YES
21-39,2019-0745,FORCE,S,A,YES,2020-08-20,2020-10-20,MID-CITY,B,F,YES,YES
21-39,2019-0745,PROCEDURE,S,A,YES,2020-08-20,2020-10-20,MID-CITY,B,F,YES,YES
21-39,2019-0745,FORCE,E,A,YES,2020-08-20,2020-10-20,MID-CITY,B,F,YES,YES
21-40,2020-0018,PROCEDURE,S,A,YES,2020-08-18,2020-10-20,MID-CITY,B,M,NO,YES
21-40,2020-0018,PROCEDURE,U,A,YES,2020-08-18,2020-10-20,MID-CITY,B,M,NO,YES
21-40,2020-0018,DISCRIMINATION,U,A,YES,2020-08-18,2020-10-20,MID-CITY,B,M,NO,YES
21-41,2019-0882,COURTESY,U,A,YES,2020-07-13,2020-10-27,WESTERN,W,F,NO,YES
21-41,2019-0882,PROCEDURE,U,A,YES,2020-07-13,2020-10-27,WESTERN,W,F,NO,YES
21-41,2019-0882,ARREST,E,A,YES,2020-07-13,2020-10-27,WESTERN,W,F,NO,YES
21-41,2019-0882,OF1 PROCEDURE,S,A,YES,2020-07-13,2020-10-27,WESTERN,W,F,NO,YES
21-42,2020-0310,PROCEDURE,U,A,YES,2020-07-22,2020-10-27,WESTERN,B,M,NO,YES
21-42,2020-0310,PROCEDURE,U,A,YES,2020-07-22,2020-10-27,WESTERN,B,M,NO,YES
21-42,2020-0310,PROCEDURE,S,A,YES,2020-07-22,2020-10-27,WESTERN,B,M,NO,YES
21-42,2020-0310,CRIMINAL CONDUCT,U,A,YES,2020-07-22,2020-10-27,WESTERN,B,M,NO,YES
21-42,2020-0310,PROCEDURE,U,A,YES,2020-07-22,2020-10-27,WESTERN,B,M,NO,YES
21-43,2020-0073,PROCEDURE,E,A,YES,2020-04-17,2020-10-27,NORTHEASTERN,W,M,NO,YES
21-43,2020-0073,ARREST,E,A,YES,2020-04-17,2020-10-27,NORTHEASTERN,W,M,NO,YES
21-43,2020-0073,FORCE,U,A,YES,2020-04-17,2020-10-27,NORTHEASTERN,W,M,NO,YES
21-43,2020-0073,FORCE,U,A,YES,2020-04-17,2020-10-27,NORTHEASTERN,W,M,NO,YES
21-43,2020-0073,COURTESY,U,A,YES,2020-04-17,2020-10-27,NORTHEASTERN,W,M,NO,YES
21-44,2020-0103,PROCEDURE,E,A,YES,2020-07-30,2020-10-27,NORTHEASTERN,W,M,YES,YES
21-44,2020-0103,FORCE,E,A,YES,2020-07-30,2020-10-27,NORTHEASTERN,W,M,YES,YES
21-45,2019-0661,PROCEDURE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-45,2019-0661,FORCE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-45,2019-0661,PROCEDURE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-45,2019-0661,FORCE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-45,2019-0661,PROCEDURE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-45,2019-0661,PROCEDURE,E,A,YES,2020-10-25,2020-11-10,MID-CITY,W,F,YES,YES
21-46,2019-0792,PROCEDURE,E,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,PROCEDURE,E,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,COURTESY,NS,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,DISCRIMINATION,U,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,OF1 PROCEDURE,S,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,PROCEDURE,E,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,COURTESY,S,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-46,2019-0792,DISCRIMINATION,U,A,YES,2020-09-23,2020-11-10,MID-CITY,B,M,NO,YES
21-47,2019-0318,PROCEDURE,U,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,PROCEDURE,U,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,PROCEDURE,E,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,FORCE,NS,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,PROCEDURE,U,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,PROCEDURE,U,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,FORCE,E,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-47,2019-0318,PROCEDURE,E,A,YES,2020-02-04,2020-11-10,CENTRAL,B,F,YES,YES
21-48,2019-0576,OIS,WP,A,YES,2020-06-22,2020-11-17,MID-CITY,F,M,YES,YES
21-49,2020-0368,PROCEDURE,S,A,YES,2020-06-22,2020-11-17,MID-CITY,F,M,NO,YES
21-50,2020-0262,COURTESY,S,A,YES,2020-06-22,2020-11-17,MID-CITY,F,M,NO,YES
21-50,2020-0262,CONDUCT,S,A,YES,2020-06-22,2020-11-17,MID-CITY,F,M,NO,YES
21-51,2019-0649,DISCRIMINATION,U,A/C,YES,2020-04-09,2020-11-17,NORTHERN,B,M,NO,NO
21-52,2020-0314,PROCEDURE,E,A,YES,2020-08-27,2020-11-17,OCEANSIDE,H,F,YES,YES
21-52,2020-0314,PROCEDURE,E,A,YES,2020-08-27,2020-11-17,OCEANSIDE,H,F,YES,YES
21-52,2020-0314,OF1 PROCEDURE,S,A,YES,2020-08-27,2020-11-17,OCEANSIDE,H,F,YES,YES
21-53,2019-0869,FORCE,E,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,E,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,E,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,E,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,FORCE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-53,2019-0869,PROCEDURE,U,A,YES,2020-05-14,2020-11-17,WESTERN,H,M,NO,YES
21-54,2019-0778,FORCE,E,A,YES,2020-09-04,2020-11-24,MID-CITY,B,F,NO,YES
21-54,2019-0778,FORCE,E,A,YES,2020-09-04,2020-11-24,MID-CITY,B,F,NO,YES
21-54,2019-0778,FORCE,E,A,YES,2020-09-04,2020-11-24,MID-CITY,B,F,NO,YES
21-55,2020-0234,ARREST,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-55,2020-0234,PROCEDURE,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-55,2020-0234,ARREST,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-55,2020-0234,PROCEDURE,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-55,2020-0234,ARREST,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-55,2020-0234,PROCEDURE,E,A,YES,2020-08-05,2020-11-24,NORTHERN,W,F,NO,YES
21-56,2019-0742,FORCE,E,A,YES,2020-05-04,2020-11-24,CENTRAL,H,M,NO,YES
21-57,2020-0483,DISCRIMINATION,U,A,YES,2020-09-30,2020-11-24,NORTHERN,B,M,NO,NO - NOT ENFORCEMENT CONTACT
21-57,2020-0483,DETENTION,U,A,YES,2020-09-30,2020-11-24,NORTHERN,B,M,NO,NO - NOT ENFORCEMENT CONTACT
21-57,2020-0483,FORCE,U,A,YES,2020-09-30,2020-11-24,NORTHERN,B,M,NO,NO - NOT ENFORCEMENT CONTACT
21-57,2020-0483,PROCEDURE,U,A,YES,2020-09-30,2020-11-24,NORTHERN,B,M,NO,NO - NOT ENFORCEMENT CONTACT
21-58,2020-0144,ARREST,E,A,YES,2020-09-08,2020-12-01,CENTRAL,W,M,NO,YES
21-58,2020-0144,PROCEDURE,U,A,YES,2020-09-08,2020-12-01,CENTRAL,W,M,NO,YES
21-58,2020-0144,CRIMINAL CONDUCT,U,A,YES,2020-09-08,2020-12-01,CENTRAL,W,M,NO,YES
21-59,2020-0352,DISCRIMINATION,U,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,PROCEDURE,E,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,PROCEDURE,E,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,DISCRIMINATION,NS,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,PROCEDURE,E,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,PROCEDURE,E,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-59,2020-0352,PROCEDURE,U,A,YES,2020-08-18,2020-12-01,NATIONAL CITY,B,M,YES,YES
21-60,2020-0137,PROCEDURE,U,A,YES,2020-05-18,2020-12-01,NORTHEASTERN,B,F,NO,YES
21-60,2020-0137,FORCE,U,A,YES,2020-05-18,2020-12-01,NORTHEASTERN,B,F,NO,YES
21-61,2020-0216,FORCE,U,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-61,2020-0216,OF1 PROCEDURE,S,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-61,2020-0216,OF2 PROCEDURE,S,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-61,2020-0216,FORCE,U,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-61,2020-0216,OF2 PROCEDURE,S,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-61,2020-0216,OF3 PROCEDURE,S,A,YES,2020-09-30,2020-12-01,CENTRAL,B,M,NO,YES
21-62,2019-0588,OIS,WP,A,YES,2020-07-16,2020-12-08,CENTRAL,H,M,NO,YES
21-62,2019-0588,OIS,WP,A,YES,2020-07-16,2020-12-08,CENTRAL,H,M,NO,YES
21-63,2020-0043,DETENTION,E,D/C,YES,2020-05-08,2020-12-08,Special Ops,B,M,YES,YES
21-63,2020-0043,OF1 COURTESY,S,A,YES,2020-05-08,2020-12-08,Special Ops,B,M,YES,YES
21-63,2020-0043,OF2 PROCEDURE,S,A,YES,2020-05-08,2020-12-08,Special Ops,B,M,YES,YES
21-64,2020-0456,FORCE,E,A/C,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-64,2020-0456,FORCE,E,A/C,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-64,2020-0456,FORCE,E,A/C,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-64,2020-0456,OF1 PROCEDURE,S,A,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-64,2020-0456,FORCE,E,A/C,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-64,2020-0456,FORCE,E,A/C,YES,2020-10-12,2020-12-08,NORTHERN,W,M,NO,YES
21-65,2020-0172,OF1 PROCEDURE,S,A,NO,2020-11-09,2020-12-08,MID-CITY,B,M,NO,YES
21-65,2020-0172,FORCE,E,A,NO,2020-11-09,2020-12-08,MID-CITY,B,M,NO,YES
21-66,2020-0235,PROCEDURE,E,A,YES,2020-08-18,2020-12-08,NORTHERN,W,F,NO,YES
21-66,2020-0235,ARREST,E,A,YES,2020-08-18,2020-12-08,NORTHERN,W,F,NO,YES
21-66,2020-0235,ARREST,E,A,YES,2020-08-18,2020-12-08,NORTHERN,W,F,NO,YES
